areacd,origin,destination,nomove,within,fromout,toout,to1cd,to1,to2cd,to2,to3cd,to3,from1cd,from1,from2cd,from2,from3cd,from3
E07000144,62577,55515,28896,12168,0,304,E07000148,10745,E07000149,4180,E07000147,2770,E07000148,5829,E07000149,2373,E07000147,2323
E07000145,41126,38093,13392,17629,0,839,E07000244,2841,E07000144,1601,E07000148,1427,E07000244,3382,E07000144,1255,E07000149,740
E07000146,69226,65782,26112,30478,0,193,E07000010,3040,E07000147,1500,E07000143,1448,E07000143,1980,E07000010,1909,E07000147,1063
E07000147,41659,41710,18050,15582,0,205,E07000144,2323,E07000148,1707,E07000146,1063,E07000144,2770,E07000146,1500,E07000143,1083
E07000148,65719,72770,27901,19204,0,259,E07000149,7435,E07000144,5829,E07000143,1350,E07000144,10745,E07000149,7112,E07000143,2321
E07000149,67740,69584,31435,16529,0,235,E07000148,7112,E07000143,2935,E07000244,2455,E07000148,7435,E07000143,4445,E07000144,4180
E07000163,27136,28305,12859,7835,0,82,E08000032,3021,E07000165,526,E08000035,456,E08000032,3452,E07000122,1467,E08000035,350
E07000164,43398,44946,19140,13278,0,246,E07000165,2345,E06000014,1607,E06000002,1216,E07000166,1663,E06000004,1512,E07000165,1441
E07000165,79682,85367,37806,31018,0,254,E08000035,4258,E07000164,1441,E06000014,1057,E08000035,5297,E07000164,2345,E06000014,1639
E07000166,24672,26125,10283,9063,0,173,E07000164,1663,E06000005,813,E07000165,646,E06000005,1129,E07000164,989,E06000047,789
E07000167,25968,27941,11460,9647,0,116,E06000014,1482,E07000168,1343,E06000011,411,E07000168,2360,E06000014,1153,E06000011,925
E07000168,46536,45702,15918,24529,0,355,E07000167,2360,E06000011,864,E06000003,412,E06000011,1545,E07000167,1343,E06000003,832
E07000169,46123,43572,20398,10981,0,104,E06000014,4041,E08000035,3651,E08000036,2041,E08000036,2739,E06000011,2268,E08000035,2230
E07000170,58429,58408,20109,15683,0,81,E06000018,5360,E07000174,3905,E07000033,2491,E07000174,7224,E06000018,2386,E07000033,2354
E07000171,54917,53787,18479,22211,0,152,E08000017,3091,E07000175,1839,E08000018,1650,E08000018,1885,E08000017,1878,E07000175,1661
E07000172,51919,45993,23704,7545,0,80,E06000018,9189,E07000036,2738,E06000015,1353,E06000018,4500,E07000036,3184,E07000032,1358
E07000173,56180,46094,25530,8667,0,92,E06000018,12543,E07000170,1570,E07000176,1535,E06000018,4991,E07000170,1590,E07000175,1153
E07000174,51353,42327,16568,13140,0,117,E07000170,7224,E07000033,3457,E07000175,3294,E07000170,3905,E07000175,2503,E07000033,1603
E07000175,57124,57292,23061,18097,0,161,E07000174,2503,E06000018,2074,E07000170,1784,E07000174,3294,E07000171,1839,E07000138,1584
E07000176,56974,53033,30771,8923,0,143,E06000018,8179,E07000130,1216,E07000173,1048,E06000018,4960,E07000173,1535,E07000172,906
E07000177,84963,86057,37916,29595,0,179,E07000178,6019,E07000181,2464,E06000062,2026,E06000062,4456,E07000181,2542,E06000060,1869
E07000178,73324,92047,34732,28973,0,274,E07000180,2292,E07000179,1702,E07000177,1638,E07000180,7065,E07000177,6019,E07000179,4981
E07000179,76471,73428,42198,15375,0,218,E07000178,4981,E07000180,4417,E06000060,2716,E07000180,3041,E06000060,2908,E06000038,2008
E07000180,70872,69083,37633,16156,0,201,E07000178,7065,E07000179,3041,E07000181,1925,E07000179,4417,E07000178,2292,E06000030,1799
E07000181,58913,59877,28878,18583,0,175,E07000178,3954,E07000177,2542,E07000180,1752,E07000177,2464,E07000180,1925,E07000079,1249
E07000187,55664,54777,25926,18479,0,171,E06000022,2844,E06000054,2300,E07000189,2082,E06000022,2364,E07000189,2318,E06000054,2096
E07000188,59148,55178,23035,22319,0,121,E07000246,5761,E06000024,2749,E07000187,1533,E07000246,3522,E06000024,2538,E07000187,1162
E07000189,80931,78706,32358,34730,0,208,E06000059,5084,E07000187,2318,E07000246,2237,E06000059,3451,E07000187,2082,E07000246,1798
E07000192,48879,45371,18322,12104,0,53,E07000194,3834,E08000030,2554,E07000197,2530,E08000030,2821,E07000196,2780,E07000194,2051
E07000193,59328,64722,20781,22568,0,160,E07000039,3720,E06000015,2170,E07000194,2089,E07000039,5522,E06000015,2622,E07000198,1863
E07000194,50483,52580,23049,10597,0,93,E08000025,3523,E08000030,2145,E07000192,2051,E07000192,3834,E08000030,2448,E07000199,2419
E07000195,56683,50278,20721,13297,0,88,E06000021,13568,E06000049,3476,E07000197,1586,E06000021,10201,E06000049,2079,E07000198,1364
E07000196,50694,46180,21892,6353,0,69,E08000031,5749,E07000192,2780,E08000030,2537,E08000031,5210,E07000192,2308,E08000027,2279
E07000197,65764,66058,27984,21415,0,166,E06000021,4597,E07000192,1434,E07000196,1290,E06000021,4349,E07000192,2530,E07000195,1586
E07000198,45032,38113,17627,11152,0,98,E06000021,6439,E06000049,2768,E07000193,1863,E06000021,4888,E07000195,962,E06000049,806
E07000199,38148,31626,13434,9415,0,58,E07000218,4823,E08000025,2857,E07000194,2419,E07000194,1661,E07000218,1629,E08000025,1228
E07000200,42951,39794,20365,10343,0,95,E07000202,2907,E07000245,2214,E07000071,1797,E07000202,3112,E07000203,1247,E07000071,1042
E07000202,67030,66386,26867,23461,0,147,E07000244,6234,E07000203,3215,E07000200,3112,E07000244,6577,E07000203,3294,E07000200,2907
E07000203,50027,46063,23605,11266,0,144,E07000245,5298,E07000202,3294,E07000244,1944,E07000202,3215,E07000149,1603,E07000245,1462
E07000207,66980,70503,42763,9414,0,232,E09000021,2106,E09000027,1252,E07000212,1138,E07000212,2159,E09000021,2114,E07000217,1894
E07000208,39904,39228,23098,5137,0,105,E09000021,1897,E09000029,1467,E07000210,1008,E09000029,2573,E07000211,1650,E09000021,1154
E07000209,69773,78602,39311,15713,0,217,E07000216,2720,E07000217,1702,E07000092,1349,E07000216,4334,E07000092,2866,E07000217,2626
E07000210,42320,43323,25384,6981,0,114,E07000211,1468,E07000209,1105,E07000208,1017,E07000211,2126,E07000208,1008,E07000227,870
E07000211,75122,74758,41606,14312,0,192,E07000226,2176,E07000210,2126,E09000029,2044,E07000226,3053,E07000215,2327,E09000008,2226
E07000212,42460,45154,22448,7057,0,132,E07000207,2159,E07000213,1636,E07000217,1431,E07000213,2544,E07000217,1939,E07000207,1138
E07000213,51541,45116,26169,6753,0,128,E09000018,3286,E09000017,2640,E07000212,2544,E09000018,2866,E07000212,1636,E07000207,878
E07000214,45347,47418,24033,7792,0,135,E07000092,1516,E07000217,1495,E07000209,1415,E07000092,4005,E07000089,1969,E06000036,1920
E07000215,42578,41349,24856,5685,0,102,E07000211,2327,E09000008,2264,E07000226,697,E09000008,2389,E07000211,1712,E07000228,1466
E07000216,60724,62769,36488,11364,0,169,E07000209,4334,E07000085,1076,E07000092,978,E07000085,3113,E07000209,2720,E07000092,2240
E07000217,52753,50587,30297,9143,0,140,E07000209,2626,E07000212,1939,E07000207,1894,E07000209,1702,E07000214,1495,E07000212,1431
E07000218,31755,47536,13065,6674,0,62,E08000025,2405,E07000219,1726,E07000199,1629,E08000025,7434,E07000199,4823,E07000219,3352
E07000219,63113,52953,22259,17281,0,124,E08000026,7899,E07000218,3352,E07000132,2523,E08000026,4783,E07000132,1771,E07000218,1726
E07000220,58098,56697,23893,17110,0,157,E06000062,5875,E08000026,3290,E07000222,1779,E08000026,4602,E07000219,1825,E06000062,1520
E07000221,66234,69968,34394,16520,0,121,E07000222,4285,E07000177,1229,E07000236,1169,E07000222,3581,E07000236,2510,E07000238,2073
E07000222,72750,83095,39059,19960,0,178,E07000221,3581,E08000026,3557,E08000029,1126,E08000026,8824,E07000221,4285,E07000220,1779
E07000223,29823,26809,14749,4909,0,50,E06000043,4128,E07000229,2801,E07000227,786,E07000229,2421,E06000043,2419,E07000224,646
E07000224,73181,60825,30566,22403,0,203,E07000225,9053,E07000229,4450,E07000227,1407,E07000229,2996,E07000225,1910,E06000043,559
E07000225,56369,65481,28131,17551,0,257,E07000224,1910,E07000216,1054,E07000090,1050,E07000224,9053,E07000090,2403,E06000044,1932
E07000226,58898,63370,25156,19179,0,161,E07000211,3053,E07000228,2768,E07000227,2324,E07000228,3602,E07000227,3512,E07000211,2176
E07000227,72155,68419,39407,16879,0,183,E07000226,3512,E07000228,1863,E06000043,1051,E07000226,2324,E07000228,1545,E07000229,1444
E07000228,76573,74098,41075,18350,0,192,E07000226,3602,E06000043,2187,E07000227,1545,E07000226,2768,E06000043,2352,E07000227,1863
E07000229,53560,52595,24872,15927,0,91,E07000224,2996,E06000043,2638,E07000223,2421,E07000224,4450,E07000223,2801,E06000043,2080
E07000234,47294,46082,22742,7635,0,89,E08000025,5889,E07000236,2043,E08000029,1511,E08000025,4367,E07000236,2912,E08000027,1831
E07000235,35806,34328,17619,8166,0,90,E07000237,3219,E07000238,1493,E06000019,1237,E07000237,3354,E06000019,1312,E07000238,1074
E07000236,42699,40405,15984,14339,0,68,E07000234,2912,E07000221,2510,E08000025,1938,E08000025,2269,E07000234,2043,E07000221,1169
E07000237,51625,52150,20314,17495,0,101,E07000238,4473,E07000235,3354,E08000025,775,E07000238,4251,E07000235,3219,E07000239,1767
E07000238,63660,61924,28405,16782,0,139,E07000237,4251,E07000221,2073,E07000234,1379,E07000237,4473,E07000239,2792,E07000235,1493
E07000239,45796,39604,18066,14431,0,53,E07000238,2792,E08000027,1916,E07000237,1767,E08000027,1736,E07000238,844,E06000051,729
E07000240,72857,82741,45424,13304,0,160,E07000241,1960,E07000098,1340,E07000096,1331,E06000032,2763,E07000096,2756,E07000241,2674
E07000241,58131,64181,28873,14079,0,154,E07000240,2674,E07000098,1401,E07000243,1188,E07000243,2376,E07000240,1960,E07000242,1887
E07000242,76526,72851,41719,15104,0,182,E07000077,2888,E07000095,2329,E07000073,2100,E07000073,2577,E07000077,2465,E07000095,2359
E07000243,45457,46416,20458,12738,0,91,E07000099,2899,E07000241,2376,E07000242,1053,E07000099,3841,E06000056,2197,E07000241,1188
E07000244,106362,104965,43880,42949,0,948,E07000202,6577,E07000145,3382,E07000149,1906,E07000202,6234,E07000145,2841,E07000149,2455
E07000245,89606,94851,34190,37650,0,634,E07000008,3730,E07000012,3052,E07000009,2161,E07000203,5298,E07000143,4184,E07000009,2725
E07000246,73298,78495,30293,33031,0,229,E07000188,3522,E07000189,1798,E07000042,977,E07000188,5761,E07000189,2237,E07000042,1408
E08000001,125443,123360,49410,45145,0,271,E08000006,4843,E08000010,4527,E08000002,4376,E08000010,8471,E08000002,3629,E08000006,3444
E08000002,88497,84042,38485,23002,0,221,E08000003,6932,E08000005,3936,E08000001,3629,E08000005,5040,E08000001,4376,E08000006,2366
E08000003,234281,287935,102973,78066,0,702,E08000009,11070,E08000007,9228,E08000006,7144,E08000007,15316,E08000006,14595,E08000009,14205
E08000004,98211,93090,36721,32666,0,243,E08000003,8363,E08000005,6470,E08000008,3853,E08000005,7150,E08000008,4276,E08000003,3891
E08000005,94451,87995,34859,30289,0,212,E08000004,7150,E08000003,6500,E08000002,5040,E08000004,6470,E08000002,3936,E08000003,2448
E08000006,127601,122112,54678,30564,0,338,E08000003,14595,E08000009,10122,E08000001,3444,E08000003,7144,E08000001,4843,E08000010,4203
E08000007,139805,137303,66988,37018,0,293,E08000003,15316,E06000049,5467,E08000008,3406,E08000003,9228,E08000008,7344,E06000049,4192
E08000008,105651,89520,41837,29829,0,185,E08000003,12061,E08000007,7344,E08000004,4276,E08000004,3853,E08000007,3406,E08000003,3071
E08000009,111550,123051,56827,24258,0,303,E08000003,14205,E08000006,4195,E08000007,2320,E08000003,11070,E08000006,10122,E08000007,3020
E08000010,154631,129495,59642,49361,0,330,E08000001,8471,E06000007,5722,E08000013,4322,E08000001,4527,E08000013,3142,E07000127,1846
E08000011,69492,70136,25853,15298,0,277,E08000012,15609,E08000014,2448,E08000013,2149,E08000012,11361,E08000013,5487,E08000014,3481
E08000012,205742,227576,81159,84546,0,934,E08000011,11361,E08000014,8114,E08000015,3805,E08000014,16145,E08000011,15609,E08000015,10734
E08000013,82624,70758,30941,23084,0,201,E06000007,6152,E08000011,5487,E08000012,3907,E08000010,4322,E08000011,2149,E06000007,1891
E08000014,124600,111126,52708,37705,0,626,E08000012,16145,E07000127,4849,E08000011,3481,E08000012,8114,E07000127,3988,E08000011,2448
E08000015,139510,123771,55491,54438,0,640,E08000012,10734,E06000050,7951,W06000005,2337,E06000050,4523,E08000012,3805,E08000011,1329
E08000016,111685,99742,40564,41389,0,198,E08000036,7361,E08000019,6610,E08000018,6123,E08000036,3981,E08000019,3689,E08000018,3518
E08000017,137857,134488,47816,63605,0,406,E08000018,6233,E08000036,3199,E08000019,3080,E08000018,5881,E07000171,3091,E08000016,2607
E08000018,117795,111488,44308,38642,0,196,E08000019,16970,E08000017,5881,E08000016,3518,E08000019,9396,E08000017,6233,E08000016,6123
E08000019,242005,255273,101684,109648,0,514,E08000018,9396,E08000016,3689,E07000034,2743,E08000018,16970,E08000016,6610,E07000038,5398
E08000021,125087,147711,52446,42502,0,673,E08000037,8299,E08000022,7124,E06000057,5277,E08000022,15436,E08000037,12325,E06000057,10753
E08000022,97254,89653,41570,25871,0,920,E08000021,15436,E06000057,5541,E08000037,2669,E06000057,8057,E08000021,7124,E08000037,2211
E08000023,62518,52249,23052,18220,0,1195,E08000024,7075,E08000021,3968,E08000037,3812,E08000024,4360,E08000037,1732,E06000047,1426
E08000024,117164,120244,42564,47013,0,1142,E06000047,8044,E08000037,5370,E08000023,4360,E06000047,11504,E08000023,7075,E08000037,4164
E08000025,442409,463148,176115,179556,0,1085,E08000029,23181,E08000028,11477,E07000218,7434,E08000028,22798,E08000029,16859,E08000030,12097
E08000026,150152,144371,56727,56927,0,405,E07000222,8824,E07000219,4783,E07000220,4602,E07000219,7899,E07000222,3557,E08000025,3537
E08000027,144631,130815,53918,46472,0,196,E08000028,13296,E08000025,9980,E08000031,6289,E08000028,9760,E08000031,4890,E08000025,3785
E08000028,141059,133854,47818,39345,0,197,E08000025,22798,E08000027,9760,E08000030,6652,E08000027,13296,E08000025,11477,E08000030,7702
E08000029,97960,110935,46586,21193,0,217,E08000025,16859,E08000026,2519,E07000218,2489,E08000025,23181,E08000026,2842,E08000028,1576
E08000030,118543,107815,41002,35383,0,184,E08000025,12097,E08000028,7702,E08000031,6256,E08000028,6652,E08000031,6525,E08000025,4815
E08000031,111315,105749,36972,37031,0,215,E08000030,6525,E08000028,5394,E07000196,5210,E08000027,6289,E08000030,6256,E07000196,5749
E08000032,221142,216916,87002,96301,0,392,E08000035,17226,E08000034,4565,E08000033,4513,E08000035,11750,E08000034,6324,E08000033,5651
E08000033,93368,90698,40180,33319,0,201,E08000034,6311,E08000032,5651,E08000035,2648,E08000034,8157,E08000032,4513,E08000035,1240
E08000034,190082,174710,76404,71975,0,413,E08000035,11708,E08000033,8157,E08000036,7325,E08000033,6311,E08000035,5206,E08000036,4665
E08000035,374081,395095,172944,153992,0,832,E08000032,11750,E08000036,10495,E07000165,5297,E08000032,17226,E08000036,14506,E08000034,11708
E08000036,164643,167616,60346,69015,0,349,E08000035,14506,E08000034,4665,E08000016,3981,E08000035,10495,E08000016,7361,E08000034,7325
E08000037,87525,90727,34490,24858,0,432,E08000021,12325,E08000024,4164,E06000047,3308,E08000021,8299,E06000047,7300,E08000024,5370
E09000001,5358,88919,3871,436,0,35,E09000033,211,E09000007,153,E09000030,131,E09000030,5160,E09000028,4306,E09000025,3611
E09000002,94588,74131,40517,11291,0,279,E09000016,6332,E09000026,5322,E09000025,5292,E09000016,4573,E09000026,4000,E09000025,2731
E09000003,186173,170718,106706,26358,0,792,E09000007,7907,E09000033,6830,E09000005,5206,E09000010,5733,E09000005,5025,E09000015,3542
E09000004,117970,103890,60455,19152,0,238,E09000011,8433,E07000107,4257,E09000006,3287,E09000011,6077,E07000107,4252,E09000006,2209
E09000005,160988,147072,78061,24454,0,689,E09000033,9992,E09000009,7122,E09000007,5538,E09000015,8759,E09000009,5676,E09000003,5206
E09000006,162120,154244,96439,26955,0,404,E09000023,4307,E09000008,3507,E09000033,3443,E09000023,5769,E09000008,5348,E09000004,3287
E09000007,102512,179751,67041,12007,0,498,E09000033,6575,E09000019,2093,E09000001,1668,E09000003,7907,E09000019,6360,E09000014,5837
E09000008,189404,161603,99493,33125,0,523,E09000022,6191,E09000029,5922,E09000006,5348,E09000029,4377,E09000006,3507,E09000022,2489
E09000009,175005,161452,90064,26803,0,736,E09000017,9095,E09000018,7151,E09000033,6091,E09000017,7851,E09000005,7122,E09000018,6127
E09000010,143861,133325,70192,28982,0,380,E09000014,7077,E09000003,5733,E09000007,3405,E09000014,4842,E07000095,4139,E09000003,3853
E09000011,142937,128482,77600,19615,0,417,E09000004,6077,E09000033,4563,E09000023,4357,E09000004,8433,E09000023,4061,E09000006,2168
E09000012,134310,132759,80931,15626,0,335,E09000019,4766,E09000033,4564,E09000030,4451,E09000014,3882,E09000030,3810,E09000031,3380
E09000013,98085,116066,60327,9908,0,463,E09000033,6212,E09000020,5624,E09000032,1755,E09000009,5802,E09000032,4120,E09000005,3116
E09000014,134388,116110,76372,11822,0,432,E09000033,6469,E09000007,5837,E09000010,4842,E09000010,7077,E09000003,3182,E09000012,2261
E09000015,125022,100892,66290,14310,0,512,E09000005,8759,E09000017,5026,E09000009,3665,E09000005,4196,E09000017,3146,E09000009,2095
E09000016,124764,115842,64413,23221,0,289,E09000002,4573,E09000026,4076,E09000025,2826,E09000002,6332,E09000026,3595,E06000034,3079
E09000017,142806,163178,67848,32680,0,422,E09000009,7851,E09000018,4180,E09000015,3146,E09000009,9095,E09000018,8929,E06000060,5330
E09000018,138800,126961,66577,22866,0,487,E09000017,8929,E09000027,6691,E09000009,6127,E09000009,7151,E09000017,4180,E09000027,3339
E09000019,114963,132915,74516,9363,0,346,E09000007,6360,E09000033,4915,E09000012,2788,E09000012,4766,E09000014,4681,E09000010,2783
E09000020,69453,111503,45806,6042,0,708,E09000033,5969,E09000013,1817,E09000001,1516,E09000013,5624,E09000032,5311,E09000005,3919
E09000021,84148,84187,48904,13747,0,285,E09000027,2477,E09000024,2297,E07000207,2114,E09000024,2493,E09000029,2204,E09000027,2140
E09000022,182816,186778,111496,15700,0,597,E09000033,10332,E09000032,7042,E09000028,6885,E09000028,8842,E09000008,6191,E09000032,4556
E09000023,155724,130622,89424,16296,0,408,E09000028,7505,E09000006,5769,E09000033,5617,E09000011,4357,E09000006,4307,E09000028,2881
E09000024,112059,100297,64459,11300,0,371,E09000032,7249,E09000029,3462,E09000033,3135,E09000029,4956,E09000008,3323,E09000032,3090
E09000025,163448,144805,78180,23664,0,634,E09000030,8569,E09000033,7367,E09000001,3611,E09000026,6631,E09000002,5292,E09000030,3739
E09000026,141630,116693,73375,16518,0,502,E09000025,6631,E09000030,4590,E09000031,4403,E09000002,5322,E09000016,4076,E09000025,3508
E09000027,97564,101615,65487,11229,0,430,E09000018,3339,E09000021,2140,E09000033,1949,E09000018,6691,E09000021,2477,E09000032,1844
E09000028,166924,175735,97551,17286,0,657,E09000022,8842,E09000033,8809,E09000001,4306,E09000023,7505,E09000022,6885,E09000011,3456
E09000029,104236,93796,54505,17190,0,235,E09000024,4956,E09000008,4377,E09000032,3262,E09000008,5922,E09000024,3462,E07000211,2044
E09000030,155383,182894,93567,20027,0,451,E09000033,6120,E09000001,5160,E09000012,3810,E09000025,8569,E09000026,4590,E09000012,4451
E09000031,140380,119521,77303,16763,0,379,E09000033,4964,E09000025,3615,E09000030,3549,E09000026,4403,E09000025,3383,E09000010,1864
E09000032,190455,189867,123333,17713,0,592,E09000033,8537,E09000020,5311,E09000022,4556,E09000024,7249,E09000022,7042,E09000008,4793
E09000033,101741,265015,65572,14645,0,824,E09000007,3488,E09000020,3484,E09000001,1951,E09000022,10332,E09000005,9992,E09000028,8809
W06000001,29185,26002,11007,11723,0,219,W06000002,4595,W06000003,562,W06000004,127,W06000002,2341,W06000003,349,W06000004,60
W06000002,51823,53164,20471,25031,0,209,W06000001,2341,W06000003,1283,W06000004,468,W06000001,4595,W06000003,1443,W06000004,281
W06000003,48719,44632,18616,19920,0,323,W06000004,5324,W06000002,1443,W06000005,1019,W06000004,2951,W06000002,1283,W06000005,657
W06000004,40856,42600,14346,16999,0,140,W06000003,2951,W06000005,2797,W06000006,1274,W06000003,5324,W06000005,2836,W06000006,1367
W06000005,73825,72804,25084,29221,0,268,E06000050,7533,W06000006,4224,W06000004,2836,E06000050,5982,W06000006,3674,W06000004,2797
W06000006,61806,60929,18895,30295,0,140,W06000005,3674,E06000050,2858,E06000051,2323,W06000005,4224,E06000051,2122,E06000050,2019
W06000008,30110,30262,14248,12418,0,83,W06000010,1655,W06000009,490,W06000002,208,W06000010,1639,W06000009,972,W06000023,305
W06000009,52759,51524,20783,27622,0,335,W06000010,1734,W06000008,972,W06000011,144,W06000010,1531,W06000008,490,W06000011,123
W06000010,81942,77574,31354,36063,0,230,W06000011,6726,W06000012,1794,W06000008,1639,W06000011,4072,W06000009,1734,W06000008,1655
W06000011,100601,104705,38122,46058,0,328,W06000012,7162,W06000010,4072,W06000013,1403,W06000012,9302,W06000010,6726,W06000013,1442
W06000012,59185,56997,20389,20918,0,204,W06000011,9302,W06000013,2871,W06000010,1389,W06000011,7162,W06000013,3446,W06000010,1794
W06000013,63990,61503,23019,26135,0,175,W06000012,3446,W06000015,3196,W06000016,2458,W06000016,3062,W06000012,2871,W06000014,1651
W06000014,59906,56486,27692,16125,0,239,W06000015,10318,W06000013,1651,W06000016,1077,W06000015,5639,W06000016,2230,W06000013,1944
W06000015,160437,179472,75633,60924,0,446,W06000014,5639,W06000022,3864,W06000016,3353,W06000014,10318,W06000016,9914,W06000018,6643
W06000016,103386,91089,38566,37122,0,192,W06000015,9914,W06000018,3413,W06000013,3062,W06000015,3353,W06000018,3293,W06000013,2458
W06000018,77438,67968,29298,24375,0,108,W06000015,6643,W06000022,4563,W06000016,3293,W06000016,3413,W06000019,2450,W06000015,2021
W06000019,28800,22284,8038,9384,0,28,W06000018,2450,W06000021,2206,W06000020,1918,W06000018,1496,W06000024,786,W06000020,657
W06000020,40655,39962,14639,13671,0,58,W06000022,4658,W06000021,2198,W06000015,1290,W06000022,3459,W06000018,1952,W06000019,1918
W06000021,42841,42400,20286,10637,0,134,W06000022,2296,W06000020,1530,E06000025,1326,W06000019,2206,W06000020,2198,W06000022,2077
W06000022,72790,73892,28786,24755,0,159,W06000015,5166,W06000020,3459,W06000021,2077,W06000020,4658,W06000018,4563,W06000015,3864
W06000023,61724,59248,28715,23592,0,131,E06000051,2660,E06000019,1086,W06000021,649,E06000051,1589,W06000012,749,E06000019,722
W06000024,25631,25382,8742,8983,0,45,W06000016,2201,W06000018,1644,W06000015,1156,W06000016,2982,W06000018,1759,W06000019,957